country,region,name,address,source_address,website_as_listed,email_as_listed,phone_as_listed,fax_as_listed,product_line,type,address_note,source_url
United States,Pennsylvania,Standard Ceramics,"PO BOX 16240, PITTSBURGH, PA 15242-0240, United States","PO BOX 16240, PITTSBURGH, PA 15242-0240",https://standardceramic.com/,,(412) 276-6333,(412) 276-7124,Glaze,Distributor,,https://www.spectrumglazes.com/pennsylvania/
United States,Pennsylvania,M & M Pottery,"11800 ROUTE 426, CORRY, PA 16407, United States","11800 ROUTE 426, CORRY, PA 16407",,,(814) 663-0866,(814) 663-0866,Glaze,Distributor,,https://www.spectrumglazes.com/pennsylvania/
United States,Pennsylvania,The Ceramic Shop,"1200 MARKLEY ST, NORRISTOWN, PA 19401, United States","1200 MARKLEY ST, NORRISTOWN, PA 19401",https://www.theceramicshop.com/,,(888) 457-4236,(419) 735-1063,Glaze,Distributor,,https://www.spectrumglazes.com/pennsylvania/
United States,South Carolina,clay-king.com,"125 Ben Abi Rd., Spartanburg, SC 29307, United States","125 Ben Abi Rd., Spartanburg, SC 29307",http://clay-king.com/,,(888) 838-3625,(864) 579-1756,Glaze,Distributor,,https://www.spectrumglazes.com/south-carolina/
United States,South Carolina,Magpie Arts,"215 Pendleton Road, Suite 30, Clemson, SC 29631, United States","215 Pendleton Road, Suite 30, Clemson, SC 29631",http://www.magpieartsllc.com,,(904) 557-3348,,Glaze,Distributor,,https://www.spectrumglazes.com/south-carolina/
United States,South Dakota,Dakota Pottery,"2315 W.Madison St., Sioux Falls, SD 57104, United States","2315 W.Madison St., Sioux Falls, SD 57104",,,(605) 332-1946,(605) 332-2729,Glaze,Distributor,,https://www.spectrumglazes.com/south-dakota/
United States,Tennessee,Hunter’s Hearth Pottery,"320 E Main Street, Johnson City, TN 37601, Email: [email protected], United States","320 E Main Street, Johnson City, TN 37601, Email: [email protected]",,,(423) 268-1093,,Glaze,Distributor,,https://www.spectrumglazes.com/tennessee/
United States,Tennessee,Mighty Mud,"127 JENNINGS AVE, KNOXVILLE, TN 37917, United States","127 JENNINGS AVE, KNOXVILLE, TN 37917",https://mightymud.com/,,(865) 595-1900,(865) 522-3793,Glaze,Distributor,,https://www.spectrumglazes.com/tennessee/
United States,Tennessee,Mid South Ceramics Supply,"1416 Lebanon Pike #C, Nashville, TN 37210, United States","1416 Lebanon Pike #C, Nashville, TN 37210",https://www.midsouthceramics.com/,,(866) 203-5286,(615) 244-3191,Glaze,Distributor,,https://www.spectrumglazes.com/tennessee/
United States,Texas,Ceramic Store Houston,"5247 LANGFIELD ROAD, HOUSTON, TX 77040, United States","5247 LANGFIELD ROAD, HOUSTON, TX 77040",https://ceramicstoreinc.com/,,(713) 864-6442,(713) 864-6550,Glaze,Distributor,,https://www.spectrumglazes.com/texas/
United States,Texas,Roadrunner Ceramics,"12747 Cimarron Path, Suite 116, San Antonio, TX 78249, United States","12747 Cimarron Path, Suite 116, San Antonio, TX 78249",https://roadrunnerceramics.com/,,(210) 710-9127,(210) 824-6577,Glaze,Distributor,,https://www.spectrumglazes.com/texas/
United States,Texas,Texas Pottery Supply & Clay Company,"4401 Garland Dr., Haltom City, TX 76117, United States","4401 Garland Dr., Haltom City, TX 76117",https://texaspottery.com/,,(817) 503-2022,(817) 503-2112,Glaze,Distributor,,https://www.spectrumglazes.com/texas/
United States,Texas,Trinity Ceramics,"9016 Diplomacy Row, Dallas, TX 75247, United States","9016 Diplomacy Row, Dallas, TX 75247",https://trinityceramic.com/,,(214) 631-0540,(214) 637-6463,Glaze,Distributor,,https://www.spectrumglazes.com/texas/
United States,Texas,Armadillo Clay & Supply,"3307 E Fourth St., Austin, TX 78702, United States","3307 E Fourth St., Austin, TX 78702",https://armadilloclay.com/,,(512) 385-7311,(512) 385-1152,Glaze,Distributor,,https://www.spectrumglazes.com/texas/
United States,Utah,Sunstone Pottery And Supply,"250 N Redwood, Suite 110, North Salt Lake, UT 84054, Email: [email protected], United States","250 N Redwood, Suite 110, North Salt Lake, UT 84054, Email: [email protected]",https://sunstonepotterysupply.com/,,(385) 399-0984,,Glaze,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-distributors-in-the-united-states/utah/
United States,Virginia,CIY Pottery,"44933 George Washington Blvd, Ashburn, VA 20147, United States","44933 George Washington Blvd, Ashburn, VA 20147",http://www.ciypottery.com,,(202) 997-5141,,Glaze,Distributor,,https://www.spectrumglazes.com/virginia/
United States,Virginia,Clayworks Supplies Inc.,"2277F Dabney Rd., Richmond, VA 23230, United States","2277F Dabney Rd., Richmond, VA 23230",https://www.clayworkssupplies.com/,,(410) 235-5998,(410) 235-6061,Glaze,Distributor,,https://www.spectrumglazes.com/virginia/
United States,Washington,CLAY ART CENTER,"2636 PIONEER WAY E, TACOMA, WA 98404, United States","2636 PIONEER WAY E, TACOMA, WA 98404",https://clayartcenter.net/,,(253) 922-5342,(253) 922-5349,Glaze,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-distributors-in-the-united-states/washington/
United States,Wisconsin,NASCO,"901 Janesville Ave., Ft. Atkinson, WI 53538, United States","901 Janesville Ave., Ft. Atkinson, WI 53538",https://www.enasco.com/,,(920) 563-2446,(920) 563-8296,Glaze,Distributor,,https://www.spectrumglazes.com/wisconsin/
United States,Wisconsin,The Potter’s Shop,"1314 S. West Ave, Waukesha, WI 53186-5944, United States","1314 S. West Ave, Waukesha, WI 53186-5944",https://www.pottersshop.com/,,(262) 547-1920,,Glaze,Distributor,,https://www.spectrumglazes.com/wisconsin/
United States,Wisconsin,The Potter’s Shop,"1314 S. West Ave, Waukesha, WI 53186-5944, United States","1314 S. West Ave, Waukesha, WI 53186-5944",https://www.pottersshop.com/,,(262) 547-1920,,Glaze,Distributor,,https://www.spectrumglazes.com/wisconsin/
United States,Wyoming,PINEDALE ARTS & CRAFTS,"20 W.PINE ST., PINEDALE, WY 82941, Email: [email protected], United States","20 W.PINE ST., PINEDALE, WY 82941, Email: [email protected]",http://www.crustybrush.com/,,(307) 367-4446,,Glaze,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-distributors-in-the-united-states/wyoming/
Canada,Alberta,Of Earth Pottery Supply,"1212 34 Ave SE, Calgary, AB T2G 1V7, Canada","1212 34 Ave SE, Calgary, AB T2G 1V7",https://ofearthpotterysupply.ca/,,(403) 809-4355,,Glaze,Distributor,,https://www.spectrumglazes.com/alberta/
Canada,Alberta,PLAINSMAN CLAY,"702 WOOD ST. S.E., MEDICINE HAT, AB T1A 1E9, Canada","702 WOOD ST. S.E., MEDICINE HAT, AB T1A 1E9",http://plainsmanclays.com/,,(403) 527-8535,(403) 526-7680,Glaze,Distributor,,https://www.spectrumglazes.com/alberta/
Canada,Alberta,PLAINSMAN POTTERY,"9517 41 AVE, EDMONTON, AB T6E 5X7, Canada","9517 41 AVE, EDMONTON, AB T6E 5X7",http://plainsmanclays.com/,,(780) 440-4791,(780) 490-7590,Glaze,Distributor,,https://www.spectrumglazes.com/alberta/
Canada,British Columbia,Greenbarn Pottery,"9548 192nd St., Surrey, BC V4N 3R9, Canada","9548 192nd St., Surrey, BC V4N 3R9",http://greenbarn.com/,,(604) 888-3411,(604) 888-4247,Glaze,Distributor,,https://www.spectrumglazes.com/british-columbia/
Canada,Manitoba,Sounding Stone Pottery,"104 Trottier Bay, Winnipeg, Manitoba, R3T 3Y5, Canada","104 Trottier Bay, Winnipeg, Manitoba, R3T 3Y5",,,,,Glaze,Distributor,,https://www.spectrumglazes.com/manitoba/
Canada,New Brunswick,Nu Ceramics,"744 McLeod Ave Suite A, Fredericton, NB E3B 1V5, Canada","744 McLeod Ave Suite A, Fredericton, NB E3B 1V5",http://www.nuceramics.ca,,(506) 457-3133,,Glaze,Distributor,,https://www.spectrumglazes.com/new-brunswick/
Canada,Nova Scotia,Best Kind of Mud,"945 Cole Harbour Rd, Dartmouth, NS B2V 2J3, Canada","945 Cole Harbour Rd, Dartmouth, NS B2V 2J3",http://www.bestkindofmudshop.com,,(902) 444-9612,,Glaze,Distributor,,https://www.spectrumglazes.com/nova-scotia/
Canada,Ontario,Capital Pottery,"877 Boyd Ave., Ottawa, ON K2A 2E2, Canada","877 Boyd Ave., Ottawa, ON K2A 2E2",http://www.capitalpotterysupplies.com/,,(613) 728-0697,(613) 728-1372,Glaze,Distributor,,https://www.spectrumglazes.com/ontario/
Canada,Ontario,Spectrum Educational Supplies,"150 Pony Dr., Newmarket, ON L3Y 7B6, Canada","150 Pony Dr., Newmarket, ON L3Y 7B6",https://spectrum-nasco.ca/,,(905) 898-0031,(905) 898-7458,Glaze,Distributor,,https://www.spectrumglazes.com/ontario/
Canada,Ontario,GREAT WHITE NORTH SUPP.,"1305 KELLY LAKE RD, UNIT 3, SUDBURY, ON P0M 2M0, Canada","1305 KELLY LAKE RD, UNIT 3, SUDBURY, ON P0M 2M0",http://gwnpottery.ca/,,(705) 586-1080,,Glaze,Distributor,,https://www.spectrumglazes.com/ontario/
Canada,Ontario,Tucker’s Pottery,"15 W.Pearce St. #7, Richmond Hill, ON L4B 1H6, Canada","15 W.Pearce St. #7, Richmond Hill, ON L4B 1H6",https://tuckerspotteryeshop.com/,,(905) 889-7705,(905) 889-7707,Glaze,Distributor,,https://www.spectrumglazes.com/ontario/
Canada,Ontario,AMARANTH STONEWARE,"745 DEVELOPMENT DR. #7, KINGSTON, ON K7M 4W6, Canada","745 DEVELOPMENT DR. #7, KINGSTON, ON K7M 4W6",http://amaranthstoneware.ca/,,(613)541-1156,,Glaze,Distributor,,https://www.spectrumglazes.com/ontario/
Canada,Quebec,Sial ltee,"2860 Boul. le Corbusier, Laval, PQ B3B 3S1, Canada","2860 Boul. le Corbusier, Laval, PQ B3B 3S1",https://www.sial-canada.com/en,,(450) 687-4046,(450) 687-4105,Glaze,Distributor,,https://www.spectrumglazes.com/quebec/
Canada,Saskatchewan,Lakeview Pottery,"2708 Lakeview Ave., Regina, SK S4S 1G3, Canada","2708 Lakeview Ave., Regina, SK S4S 1G3",,,(306) 584-3516,(306) 585-1443,Glaze,Distributor,,https://www.spectrumglazes.com/saskatchewan/
Canada,Saskatchewan,T&T TREE POTTERY SUPP.,"318-105th ST East, Bay#4, SASKATOON, SK S7N 1Z3, Canada","318-105th ST East, Bay#4, SASKATOON, SK S7N 1Z3",,,(306) 664-8733,(306) 664-2493,Glaze,Distributor,,https://www.spectrumglazes.com/saskatchewan/
United States,Kansas,Bracker’s Good Earth,"1831 E.1450th Rd., Lawrence, KS 66044, United States","1831 E.1450th Rd., Lawrence, KS 66044",https://www.brackers.com/,,(888) 822-1982,(785) 841-8142,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/kansas/
United States,Michigan,Runyan Pottery Supply,"Clio Industrial Park, 820 Tacoma Court, Clio, MI 48420, United States","Clio Industrial Park, 820 Tacoma Court, Clio, MI 48420",http://www.runyanpotterysupply.com/,,(810) 687-4500,(810) 687-4512,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/michigan/
United States,Mississippi,Dogwood Ceramics,"12590 Dedeaux Rd., Gulfport, MS 39503, United States","12590 Dedeaux Rd., Gulfport, MS 39503",https://www.dogwoodceramics.com/,,(228) 831-4848,(228) 831-3111,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/mississippi/
United States,New Mexico,New Mexico Clay,"3300 Gerard NE, Albuquerque, NM 87107, United States","3300 Gerard NE, Albuquerque, NM 87107",https://nmclay.com/,,(505) 881-2350,(505) 881-6067,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/new-mexico/
United States,New York,Bailey Pottery,"62 Tenbroeck Ave., Kingston, NY 12401, United States","62 Tenbroeck Ave., Kingston, NY 12401",http://baileypottery.com,,(800) 431-6067,(845) 339-5530,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/new-york/
United States,Oregon,Georgie’s Ceramics,"756 N.E. Lombard, Portland, OR 97211, United States","756 N.E. Lombard, Portland, OR 97211",https://georgies.com/,,(800) 999-2529,(503) 283-1387,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/oregon/
United States,South Carolina,clay-king.com,"125 Ben Abi Rd., Spartanburg, SC 29307, United States","125 Ben Abi Rd., Spartanburg, SC 29307",http://clay-king.com/,,(888) 838-3625,(864) 579-1756,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/south-carolina/
United States,Texas,Ceramic Store Houston,"1002 WEST 11th ST., HOUSTON, TX 77008, United States","1002 WEST 11th ST., HOUSTON, TX 77008",https://ceramicstoreinc.com/,,(713) 864-6442,(713) 864-6550,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/texas/
United States,Washington,CLAY ART CENTER,"2636 PIONEER WAY E, TACOMA, WA 98404, United States","2636 PIONEER WAY E, TACOMA, WA 98404",https://clayartcenter.net/,,(253) 922-5342,(253) 922-5349,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-the-united-states/washington/
Canada,Alberta,PLAINSMAN CLAY,"702 WOOD ST. S.E., MEDICINE HAT, AB T1A 1E9, Canada","702 WOOD ST. S.E., MEDICINE HAT, AB T1A 1E9",http://plainsmanclays.com/,,(403) 527-8535,(403) 526-7680,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/alberta/
Canada,Alberta,PLAINSMAN POTTERY,"9517 41 AVE, EDMONTON, AB T6E 5X7, Canada","9517 41 AVE, EDMONTON, AB T6E 5X7",http://plainsmanclays.com/,,(780) 440-4791,(780) 490-7590,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/alberta/
Canada,Ontario,Capital Pottery,"877 Boyd Ave., Ottawa, ON K2A 2E2, Canada","877 Boyd Ave., Ottawa, ON K2A 2E2",http://www.capitalpotterysupplies.com/,,(613) 728-0697,(613) 728-1372,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/ontario/
Canada,Quebec,Sial ltee,"2860 Boul. le Corbusier, Laval, PQ B3B 3S1, Canada","2860 Boul. le Corbusier, Laval, PQ B3B 3S1",https://www.sial-canada.com/en,,(450) 687-4046,(450) 687-4105,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/quebec/
Canada,Saskatchewan,Lakeview Pottery,"2708 Lakeview Ave., Regina, SK S4S 1G3, Canada","2708 Lakeview Ave., Regina, SK S4S 1G3",,,(306) 584-3516,(306) 585-1443,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/saskatchewan/
Canada,Saskatchewan,Tree Pottery Supply,"318-105th ST East, Bay#4, SASKATOON, SK S7N 1Z3, Canada","318-105th ST East, Bay#4, SASKATOON, SK S7N 1Z3",,,(306) 664-8733,(306) 664-2493,Stamp,Distributor,,https://www.spectrumglazes.com/distributors/spectrum-stamp-distributors-in-canada/saskatchewan/
